Source,Target,Type,Id,Label,timeset,Weight
NasserAlajmi89,drhussahmm,Directed,486964,,,1
mujtahidvideo,drhussahmm,Directed,479536,,,1
mu7aqiq20,drhussahmm,Directed,478278,,,1
MediaCenterAA,drhussahmm,Directed,453893,,,1
MbsMeToo,drhussahmm,Directed,453589,,,1
M_alumri,drhussahmm,Directed,442931,,,1
Kh_OZ,drhussahmm,Directed,427238,,,1
islamicommapart,drhussahmm,Directed,419407,,,1
Husain_Alq,drhussahmm,Directed,409774,,,1
Hudhaif9,drhussahmm,Directed,408935,,,1
fahadlghofaili,drhussahmm,Directed,386162,,,1
DiasporaConfKsa,drhussahmm,Directed,376559,,,1
AYS_300,drhussahmm,Directed,359456,,,1
Aldiwan2030,drhussahmm,Directed,329524,,,1
qahtani_s1,abdulaziztarefe,Directed,562528,,,1
Politic_Star,abdulaziztarefe,Directed,505443,,,1
mujtahidvideo,abdulaziztarefe,Directed,479556,,,1
mohammed_slman,abdulaziztarefe,Directed,468094,,,1
MbsMeToo,abdulaziztarefe,Directed,453614,,,1
lawyerasim,abdulaziztarefe,Directed,437988,,,1
Kh_OZ,abdulaziztarefe,Directed,427419,,,1
islamicommapart,abdulaziztarefe,Directed,419584,,,1
Husain_Alq,abdulaziztarefe,Directed,409881,,,1
fahadlghofaili,abdulaziztarefe,Directed,386333,,,1
drassagheer,abdulaziztarefe,Directed,379011,,,1
AYS_300,abdulaziztarefe,Directed,359550,,,1
AlshimaaMorsi,abdulaziztarefe,Directed,341393,,,1
abanaemah,abdulaziztarefe,Directed,299653,,,1
qahtani_s1,zedniy,Directed,562510,,,1
Husain_Alq,zedniy,Directed,409588,,,1
qahtani_s1,musleh_alalyani,Directed,562481,,,1
Obaidallah_90,musleh_alalyani,Directed,495639,,,1
NasserAlajmi89,musleh_alalyani,Directed,486701,,,1
MediaCenterAA,musleh_alalyani,Directed,453752,,,1
Husain_Alq,musleh_alalyani,Directed,409677,,,1
AlshimaaMorsi,musleh_alalyani,Directed,340997,,,1
AlhawaliAa,musleh_alalyani,Directed,331252,,,1
mu7aqiq20,wain2030,Directed,478214,,,1
MediaCenterAA,wain2030,Directed,453638,,,1
islamicommapart,wain2030,Directed,419112,,,1
Hudhaif9,wain2030,Directed,408465,,,1
fahadlghofaili,wain2030,Directed,385865,,,1
AlhawaliAa,wain2030,Directed,331102,,,1
Politic_Star,MarzoqMashan_,Directed,505326,,,1
Obaidallah_90,MarzoqMashan_,Directed,495647,,,1
M_alumri,MarzoqMashan_,Directed,442820,,,1
islamicommapart,MarzoqMashan_,Directed,419290,,,1
Husain_Alq,MarzoqMashan_,Directed,409701,,,1
Hudhaif9,MarzoqMashan_,Directed,408739,,,1
fahadlghofaili,MarzoqMashan_,Directed,386029,,,1
AlhawaliAa,MarzoqMashan_,Directed,331301,,,1
Aldiwan2030,MarzoqMashan_,Directed,329488,,,1
Politic_Star,TAFRIT_KSA,Directed,505274,,,1
NasserAlajmi89,TAFRIT_KSA,Directed,486528,,,1
mu7aqiq20,TAFRIT_KSA,Directed,478221,,,1
MbsMeToo,TAFRIT_KSA,Directed,453548,,,1
Hudhaif9,TAFRIT_KSA,Directed,408518,,,1
fahadlghofaili,TAFRIT_KSA,Directed,385897,,,1
Politic_Star,933556265,Directed,564013,,,1
Politic_Star,933556220,Directed,563568,,,1
Politic_Star,933557079,Directed,574133,,,1
Politic_Star,933556244,Directed,563781,,,1
Politic_Star,933556568,Directed,567252,,,1
Politic_Star,933556356,Directed,565270,,,1
Politic_Star,933557400,Directed,578057,,,1
Politic_Star,933556831,Directed,571555,,,1
Politic_Star,3_icare,Directed,505450,,,1
Politic_Star,3eenKSA,Directed,505449,,,1
Politic_Star,Abdulhakim_01,Directed,505442,,,1
Politic_Star,abo3asam,Directed,505439,,,1
Politic_Star,abqatar,Directed,505438,,,1
Politic_Star,abukarsh2018,Directed,505437,,,1
Politic_Star,acprahr,Directed,505436,,,1
Politic_Star,aesa_al_nukhifi,Directed,505435,,,1
Politic_Star,Ahmad_Alshaibah,Directed,505432,,,1
Politic_Star,AHussan,Directed,505431,,,1
Politic_Star,Aldiwan2030,Directed,505423,,,1
Politic_Star,Alghamdi_AA,Directed,505422,,,1
Politic_Star,almass3ari,Directed,505418,,,1
Politic_Star,amansouraja,Directed,505414,,,1
Politic_Star,AOAltwaijri,Directed,505413,,,1
Politic_Star,ArabicMark,Directed,505409,,,1
Politic_Star,AzzamTamimi,Directed,505404,,,1
Politic_Star,bader_alhamid,Directed,505403,,,1
Politic_Star,BasheerNafi,Directed,505402,,,1
Politic_Star,BassamJaara,Directed,505401,,,1
Politic_Star,BDS_Arabic,Directed,505399,,,1
Politic_Star,cou_revolution,Directed,505395,,,1
Politic_Star,CyberkovCEO,Directed,505394,,,1
Politic_Star,dareiainfo,Directed,505393,,,1
Politic_Star,dochijazi,Directed,505390,,,1
Politic_Star,drabdulaziz2,Directed,505384,,,1
Politic_Star,DrMahmoudRefaat,Directed,505380,,,1
Politic_Star,fahadlghofaili,Directed,505373,,,1
Politic_Star,France24_ar,Directed,505370,,,1
Politic_Star,ghadaoueiss,Directed,505366,,,1
Politic_Star,habbrr,Directed,505363,,,1
Politic_Star,hassan_aldiqqi,Directed,505361,,,1
Politic_Star,haythamabokhal1,Directed,505359,,,1
Politic_Star,hukusfof,Directed,505356,,,1
Politic_Star,IsaacALawyer,Directed,505354,,,1
Politic_Star,islamicommapart,Directed,505350,,,1
Politic_Star,istanbulli1453,Directed,505348,,,1
Politic_Star,jaberalharmi,Directed,505347,,,1
Politic_Star,jamelakbar,Directed,505346,,,1
Politic_Star,Jarrar2022,Directed,505345,,,1
Politic_Star,JKacadmy,Directed,505344,,,1
Politic_Star,MAAljin,Directed,505333,,,1
Politic_Star,mahwe311,Directed,505329,,,1
Politic_Star,MajedAlasmariAP,Directed,505328,,,1
Politic_Star,MALHACHIMI,Directed,505327,,,1
Politic_Star,MediaCenterAA,Directed,505324,,,1
Politic_Star,mercan_resifi,Directed,505322,,,1
Politic_Star,MFQahtani,Directed,505321,,,1
Politic_Star,mu7aqiq20,Directed,505309,,,1
Politic_Star,mujtahidvideo,Directed,505307,,,1
Politic_Star,ok1aj,Directed,505300,,,1
Politic_Star,REEMSulaiman80,Directed,505297,,,1
Politic_Star,riyadhalasaad,Directed,505294,,,1
Politic_Star,salabdali1976,Directed,505287,,,1
Politic_Star,salehelnaami,Directed,505286,,,1
Politic_Star,sarah_alghamidi,Directed,505285,,,1
Politic_Star,Saudis2018,Directed,505281,,,1
Politic_Star,shkhDadaw,Directed,505280,,,1
Politic_Star,Shuounislamiya,Directed,505279,,,1
Politic_Star,tabbta30,Directed,505275,,,1
Politic_Star,TamimBinHamad,Directed,505273,,,1
Politic_Star,tragency1,Directed,505270,,,1
Politic_Star,WaleedAbulkhair,Directed,505263,,,1
Politic_Star,yakathah,Directed,505258,,,1
Politic_Star,YeniSafakArabic,Directed,505256,,,1
Politic_Star,YosriFouda,Directed,505255,,,1
Politic_Star,youssef_hussen,Directed,505253,,,1
Politic_Star,933557363,Directed,577339,,,1
Politic_Star,933557338,Directed,576685,,,1
mahwe311,Politic_Star,Directed,446585,,,1
fahadlghofaili,Politic_Star,Directed,385960,,,1
NasserAlajmi89,jhelles,Directed,486834,,,1
fahadlghofaili,jhelles,Directed,386070,,,1
AlhawaliAa,jhelles,Directed,331353,,,1
abanaemah,jhelles,Directed,299411,,,1
qahtani_s1,sheikh1932,Directed,562503,,,1
fahadlghofaili,sheikh1932,Directed,385910,,,1
AlhawaliAa,sheikh1932,Directed,331150,,,1
MajedAlasmariAP,huthaifaabdulah,Directed,1026,,,1
Obaidallah_90,huthaifaabdulah,Directed,495665,,,1
M_alumri,huthaifaabdulah,Directed,442866,,,1
Kh_OZ,huthaifaabdulah,Directed,427156,,,1
islamicommapart,huthaifaabdulah,Directed,419348,,,1
Husain_Alq,huthaifaabdulah,Directed,409741,,,1
Hudhaif9,huthaifaabdulah,Directed,408843,,,1
fahadlghofaili,huthaifaabdulah,Directed,386086,,,1
AlshimaaMorsi,huthaifaabdulah,Directed,341128,,,1
AlhawaliAa,huthaifaabdulah,Directed,331372,,,1
qahtani_s1,CyberkovCEO,Directed,562494,,,1
NasserAlajmi89,CyberkovCEO,Directed,487002,,,1
MediaCenterAA,CyberkovCEO,Directed,453908,,,1
M_alumri,CyberkovCEO,Directed,442954,,,1
islamicommapart,CyberkovCEO,Directed,419429,,,1
Husain_Alq,CyberkovCEO,Directed,409785,,,1
Hudhaif9,CyberkovCEO,Directed,408964,,,1
alzuair,CyberkovCEO,Directed,342436,,,1
Abubelal_1951,CyberkovCEO,Directed,314142,,,1
mohammed_slman,Jarrar2022,Directed,467963,,,1
Husain_Alq,Jarrar2022,Directed,409733,,,1
AlshimaaMorsi,Jarrar2022,Directed,341102,,,1
AlhawaliAa,Jarrar2022,Directed,331355,,,1
M_alumri,2013_mokhtar,Directed,443111,,,1
islamicommapart,2013_mokhtar,Directed,419602,,,1
Husain_Alq,2013_mokhtar,Directed,409888,,,1
AYS_300,2013_mokhtar,Directed,359564,,,1
AlhawaliAa,2013_mokhtar,Directed,331663,,,1
MbsMeToo,933557331,Directed,576524,,,1
MbsMeToo,933557380,Directed,577620,,,1
MbsMeToo,933556831,Directed,571573,,,1
MbsMeToo,933556747,Directed,569795,,,1
MbsMeToo,933556818,Directed,571417,,,1
MbsMeToo,abuhilalah,Directed,453611,,,1
MbsMeToo,Aldiwan2030,Directed,453609,,,1
MbsMeToo,Alghamdi_AA,Directed,453608,,,1
MbsMeToo,ali_adubisi,Directed,453607,,,1
MbsMeToo,alia_ww,Directed,453606,,,1
MbsMeToo,AlkaramaHR,Directed,453605,,,1
MbsMeToo,almass3ari,Directed,453604,,,1
MbsMeToo,Alya_Alhwaiti,Directed,453601,,,1
MbsMeToo,amnestygulf,Directed,453598,,,1
MbsMeToo,Assaadtaha,Directed,453594,,,1
MbsMeToo,d_iplo,Directed,453591,,,1
MbsMeToo,EHSANFAKEEH,Directed,453588,,,1
MbsMeToo,ESOHumanRights,Directed,453587,,,1
MbsMeToo,fahadlghofaili,Directed,453586,,,1
MbsMeToo,GhanemAlmasarir,Directed,453584,,,1
MbsMeToo,greatsaudipod,Directed,453583,,,1
MbsMeToo,Hala_Aldosari,Directed,453582,,,1
MbsMeToo,HamzahAlkinani,Directed,453581,,,1
MbsMeToo,hw_saudiwomen,Directed,453578,,,1
MbsMeToo,imankais1,Directed,453577,,,1
MbsMeToo,jaberalharmi,Directed,453575,,,1
MbsMeToo,KarenAttiah,Directed,453573,,,1
MbsMeToo,LibyanBentBladi,Directed,453572,,,1
MbsMeToo,MajedAlasmariAP,Directed,453567,,,1
MbsMeToo,MediaCenterAA,Directed,453566,,,1
MbsMeToo,mercan_resifi,Directed,453565,,,1
MbsMeToo,Nadiaglory,Directed,453559,,,1
MbsMeToo,NihadAwad,Directed,453558,,,1
MbsMeToo,Policy45,Directed,453555,,,1
MbsMeToo,REEMSulaiman80,Directed,453554,,,1
MbsMeToo,salabdali1976,Directed,453551,,,1
MbsMeToo,salahkhashoggi,Directed,453550,,,1
MbsMeToo,UNarabic,Directed,453547,,,1
MbsMeToo,933556502,Directed,566646,,,1
NasserAlajmi89,MbsMeToo,Directed,486751,,,1
mujtahidvideo,MbsMeToo,Directed,479517,,,1
MediaCenterAA,MbsMeToo,Directed,453788,,,1
M_alumri,MbsMeToo,Directed,442818,,,1
fahadlghofaili,MbsMeToo,Directed,386024,,,1
AlhawaliAa,MbsMeToo,Directed,331295,,,1
Aldiwan2030,MbsMeToo,Directed,329487,,,1
Obaidallah_90,933557331,Directed,576500,,,1
Obaidallah_90,933556882,Directed,572192,,,1
Obaidallah_90,933556292,Directed,564581,,,1
Obaidallah_90,933557339,Directed,576758,,,1
Obaidallah_90,_end1435,Directed,495735,,,1
Obaidallah_90,3eenKSA,Directed,495734,,,1
Obaidallah_90,3qb14,Directed,495733,,,1
Obaidallah_90,aalkawakebi,Directed,495731,,,1
Obaidallah_90,Abdulhakim_01,Directed,495727,,,1
Obaidallah_90,Abdullah96wa,Directed,495726,,,1
Obaidallah_90,abo3asam,Directed,495721,,,1
Obaidallah_90,AboShla5Libraly,Directed,495720,,,1
Obaidallah_90,AbuHamza45,Directed,495719,,,1
Obaidallah_90,agrni,Directed,495718,,,1
Obaidallah_90,Alghamdi_AA,Directed,495711,,,1
Obaidallah_90,AlhawaliAa,Directed,495709,,,1
Obaidallah_90,ali_adubisi,Directed,495708,,,1
Obaidallah_90,alia_ww,Directed,495707,,,1
Obaidallah_90,Alq_naser,Directed,495706,,,1
Obaidallah_90,Alya_Alhwaiti,Directed,495705,,,1
Obaidallah_90,ammar_011,Directed,495700,,,1
Obaidallah_90,AnasAlalShikh,Directed,495699,,,1
Obaidallah_90,AnasAlg32779382,Directed,495698,,,1
Obaidallah_90,AOAltwaijri,Directed,495695,,,1
Obaidallah_90,AreejASadhan,Directed,495694,,,1
Obaidallah_90,ashmlan,Directed,495693,,,1
Obaidallah_90,Az_Aloudah,Directed,495691,,,1
Obaidallah_90,bader_alhamid,Directed,495690,,,1
Obaidallah_90,BO_6ALLEB,Directed,495685,,,1
Obaidallah_90,cou_revolution,Directed,495683,,,1
Obaidallah_90,d_iplo,Directed,495682,,,1
Obaidallah_90,David62575607,Directed,495681,,,1
Obaidallah_90,DrBaderALdahoom,Directed,495679,,,1
Obaidallah_90,ghariba33,Directed,495675,,,1
Obaidallah_90,greatsaudipod,Directed,495674,,,1
Obaidallah_90,hagloni,Directed,495672,,,1
Obaidallah_90,Hala_Aldosari,Directed,495670,,,1
Obaidallah_90,HS__mz,Directed,495668,,,1
Obaidallah_90,Hudhaif9,Directed,495667,,,1
Obaidallah_90,Husain_Alq,Directed,495666,,,1
Obaidallah_90,LinaAlhathloul,Directed,495656,,,1
Obaidallah_90,LoveLiberty_2,Directed,495653,,,1
Obaidallah_90,MajedAlasmariAP,Directed,495649,,,1
Obaidallah_90,MarzoqM_,Directed,495648,,,1
Obaidallah_90,MediaCenterAA,Directed,495646,,,1
Obaidallah_90,MohamadAlarefe,Directed,495644,,,1
Obaidallah_90,Mrbrary,Directed,495643,,,1
Obaidallah_90,n_alharbi12,Directed,495638,,,1
Obaidallah_90,naizaktv,Directed,495637,,,1
Obaidallah_90,ok1aj,Directed,495634,,,1
Obaidallah_90,REEMSulaiman80,Directed,495631,,,1
Obaidallah_90,salabdali1976,Directed,495626,,,1
Obaidallah_90,saudibus111,Directed,495625,,,1
Obaidallah_90,say_it_and_walk,Directed,495622,,,1
Obaidallah_90,Shuounislamiya,Directed,495620,,,1
Obaidallah_90,tajalsserosman,Directed,495617,,,1
Obaidallah_90,TheJoker198,Directed,495613,,,1
Obaidallah_90,urooobh_,Directed,495611,,,1
Obaidallah_90,vbfy547,Directed,495610,,,1
Obaidallah_90,WalidAlhathloul,Directed,495608,,,1
Obaidallah_90,wesamalamery,Directed,495607,,,1
Obaidallah_90,without__shadow,Directed,495606,,,1
MediaCenterAA,Obaidallah_90,Directed,453728,,,1
Kh_OZ,Obaidallah_90,Directed,427012,,,1
Husain_Alq,Obaidallah_90,Directed,409667,,,1
AlhawaliAa,Obaidallah_90,Directed,331221,,,1
Aldiwan2030,Obaidallah_90,Directed,329474,,,1
Hudhaif9,istanbulli1453,Directed,408822,,,1
fahadlghofaili,istanbulli1453,Directed,386077,,,1
abanaemah,amer_alkubaisi,Directed,299572,,,1
NasserAlajmi89,khanfarw,Directed,486809,,,1
fahadlghofaili,khanfarw,Directed,386055,,,1
Alsamhouri,khanfarw,Directed,339405,,,1
Abubelal_1951,khanfarw,Directed,314113,,,1
abanaemah,khanfarw,Directed,299395,,,1
NasserAlajmi89,say_it_and_walk,Directed,486570,,,1
mu7aqiq20,say_it_and_walk,Directed,478224,,,1
AlhawaliAa,say_it_and_walk,Directed,331159,,,1
FerasAbuHelal,933557347,Directed,576998,,,10
MajedAlasmariAP,FerasAbuHelal,Directed,987,,,1
M_alumri,FerasAbuHelal,Directed,442908,,,1
drassagheer,FerasAbuHelal,Directed,378938,,,1
MajedAlasmariAP,MeemMagazine,Directed,1193,,,1
mujtahidvideo,MeemMagazine,Directed,479516,,,1
mohammed_slman,MeemMagazine,Directed,467929,,,1
Hudhaif9,MeemMagazine,Directed,408730,,,1
fahadlghofaili,MeemMagazine,Directed,386022,,,1
drassagheer,MeemMagazine,Directed,378913,,,1
mujtahidvideo,3eenKSA,Directed,479559,,,1
MediaCenterAA,3eenKSA,Directed,454048,,,1
mahwe311,3eenKSA,Directed,446701,,,1
M_alumri,3eenKSA,Directed,443108,,,1
Hudhaif9,3eenKSA,Directed,409156,,,1
fahadlghofaili,3eenKSA,Directed,386343,,,1
qahtani_s1,fayezalkandary,Directed,562480,,,1
NasserAlajmi89,fayezalkandary,Directed,486921,,,1
Kh_OZ,fayezalkandary,Directed,427194,,,1
Husain_Alq,fayezalkandary,Directed,409766,,,1
drassagheer,fayezalkandary,Directed,378939,,,1
AlhawaliAa,fayezalkandary,Directed,331425,,,1
MajedAlasmariAP,mo7ammadalyahya,Directed,1532,,,1
NasserAlajmi89,mo7ammadalyahya,Directed,486732,,,1
MediaCenterAA,mo7ammadalyahya,Directed,453779,,,1
M_alumri,mo7ammadalyahya,Directed,442805,,,1
Hudhaif9,mo7ammadalyahya,Directed,408715,,,1
fahadlghofaili,mo7ammadalyahya,Directed,386016,,,1
Aldiwan2030,933556409,Directed,565940,,,1
Aldiwan2030,933556292,Directed,564711,,,1
Aldiwan2030,933557347,Directed,577161,,,1
Aldiwan2030,_end1435,Directed,329563,,,1
Aldiwan2030,Abubelal_1951,Directed,329559,,,1
Aldiwan2030,alajmi01,Directed,329554,,,1
Aldiwan2030,AlArabiya_Brk,Directed,329552,,,1
Aldiwan2030,Alghamdi_AA,Directed,329551,,,1
Aldiwan2030,AlhawaliAa,Directed,329550,,,1
Aldiwan2030,ali_adubisi,Directed,329549,,,1
Aldiwan2030,almodifer,Directed,329548,,,1
Aldiwan2030,ALMURAQB_ASSAD,Directed,329546,,,1
Aldiwan2030,alnasri1,Directed,329545,,,1
Aldiwan2030,Alwashi7i,Directed,329542,,,1
Aldiwan2030,Alya_Alhwaiti,Directed,329541,,,1
Aldiwan2030,Anas7asan,Directed,329540,,,1
Aldiwan2030,AreejASadhan,Directed,329537,,,1
Aldiwan2030,Assaadtaha,Directed,329535,,,1
Aldiwan2030,AymanNour,Directed,329534,,,1
Aldiwan2030,Az_Aloudah,Directed,329533,,,1
Aldiwan2030,bader_alhamid,Directed,329532,,,1
Aldiwan2030,d_iplo,Directed,329528,,,1
Aldiwan2030,dareiainfo,Directed,329527,,,1
Aldiwan2030,fahadlghofaili,Directed,329522,,,1
Aldiwan2030,FarisAbaalkhail,Directed,329521,,,1
Aldiwan2030,gamal_helal,Directed,329519,,,1
Aldiwan2030,GamalSultan1,Directed,329518,,,1
Aldiwan2030,ghadaoueiss,Directed,329516,,,1
Aldiwan2030,GhanemAlmasarir,Directed,329515,,,1
Aldiwan2030,greatsaudipod,Directed,329514,,,1
Aldiwan2030,GwadyM,Directed,329513,,,1
Aldiwan2030,hamzaalhassan,Directed,329512,,,1
Aldiwan2030,HS__mz,Directed,329511,,,1
Aldiwan2030,hukusfof,Directed,329510,,,1
Aldiwan2030,hw_saudiwomen,Directed,329508,,,1
Aldiwan2030,JabriMD,Directed,329507,,,1
Aldiwan2030,JAlArb,Directed,329506,,,1
Aldiwan2030,JKacadmy,Directed,329504,,,1
Aldiwan2030,JuliaLegner,Directed,329502,,,1
Aldiwan2030,LoveLiberty_2,Directed,329495,,,1
Aldiwan2030,M_alumri,Directed,329494,,,1
Aldiwan2030,MAAljin,Directed,329491,,,1
Aldiwan2030,MajedAlasmariAP,Directed,329489,,,1
Aldiwan2030,MediaCenterAA,Directed,329486,,,1
Aldiwan2030,MFQahtani,Directed,329485,,,1
Aldiwan2030,moatazmatar,Directed,329483,,,1
Aldiwan2030,Mrbrary,Directed,329481,,,1
Aldiwan2030,MUTARED,Directed,329477,,,1
Aldiwan2030,n_alharbi12,Directed,329476,,,1
Aldiwan2030,ok1aj,Directed,329473,,,1
Aldiwan2030,Policy45,Directed,329472,,,1
Aldiwan2030,salabdali1976,Directed,329468,,,1
Aldiwan2030,salahbabgi,Directed,329467,,,1
Aldiwan2030,SamarDJarrah,Directed,329466,,,1
Aldiwan2030,Saudia_Leaks,Directed,329465,,,1
Aldiwan2030,saudibus111,Directed,329464,,,1
Aldiwan2030,soltan,Directed,329462,,,1
Aldiwan2030,SultanAlMajroub,Directed,329461,,,1
Aldiwan2030,tajalsserosman,Directed,329460,,,1
Aldiwan2030,vbfy547,Directed,329456,,,1
Aldiwan2030,WaleedAbulkhair,Directed,329454,,,1
Aldiwan2030,wesamalamery,Directed,329452,,,1
Aldiwan2030,without__shadow,Directed,329451,,,1
Aldiwan2030,YahyaAlhadid,Directed,329450,,,1
Aldiwan2030,yakathah,Directed,329449,,,1
Aldiwan2030,youssef_hussen,Directed,329448,,,1
mu7aqiq20,Aldiwan2030,Directed,478295,,,1
M_alumri,Aldiwan2030,Directed,443048,,,1
fahadlghofaili,Aldiwan2030,Directed,386286,,,1
AlhawaliAa,Aldiwan2030,Directed,331586,,,1
NasserAlajmi89,drabdulaziz2,Directed,486973,,,1
mujtahidvideo,drabdulaziz2,Directed,479538,,,1
MediaCenterAA,drabdulaziz2,Directed,453897,,,1
M_alumri,drabdulaziz2,Directed,442937,,,1
jamilfarsi,drabdulaziz2,Directed,422039,,,1
islamicommapart,drabdulaziz2,Directed,419412,,,1
fahadlghofaili,drabdulaziz2,Directed,386169,,,1
AYS_300,drabdulaziz2,Directed,359460,,,1
almqaal,drabdulaziz2,Directed,336605,,,1
qahtani_s1,ObaidDh,Directed,562850,,,1
qahtani_s1,Almohawer_T,Directed,562839,,,1
qahtani_s1,ammar_011,Directed,562832,,,1
qahtani_s1,dralabdullatif,Directed,562818,,,1
qahtani_s1,Maher_Ameer_,Directed,562809,,,1
qahtani_s1,almessiry,Directed,562796,,,1
qahtani_s1,MidoAlhajji,Directed,562742,,,1
qahtani_s1,eng_alkandari,Directed,562726,,,1
qahtani_s1,7usaini7,Directed,562725,,,1
qahtani_s1,SultanAlMajroub,Directed,562721,,,1
qahtani_s1,AJA_Egypt,Directed,562716,,,1
qahtani_s1,psyche_ar,Directed,562715,,,1
qahtani_s1,Abdulaziz_Hmadi,Directed,562714,,,1
qahtani_s1,alajlan_f,Directed,562701,,,1
qahtani_s1,AhmadyuAlsayed,Directed,562674,,,1
qahtani_s1,melhamy,Directed,562638,,,1
qahtani_s1,alshehri101,Directed,562609,,,1
qahtani_s1,DrBaderALdahoom,Directed,562559,,,1
qahtani_s1,Saadozcan,Directed,562547,,,1
qahtani_s1,Anas7asan,Directed,562544,,,1
qahtani_s1,Eyaaaad,Directed,562538,,,1
qahtani_s1,alfarhan,Directed,562537,,,1
qahtani_s1,SaawtApp,Directed,562533,,,1
qahtani_s1,namacenter,Directed,562531,,,1
qahtani_s1,MediaCenterAA,Directed,562529,,,1
qahtani_s1,AD_As3ad,Directed,562527,,,1
qahtani_s1,UNarabic,Directed,562526,,,1
qahtani_s1,abosaleh95,Directed,562524,,,1
qahtani_s1,tajalsserosman,Directed,562522,,,1
qahtani_s1,ok1aj,Directed,562521,,,1
qahtani_s1,A_AlAthbah,Directed,562519,,,1
qahtani_s1,boibraheem,Directed,562515,,,1
qahtani_s1,Shuounislamiya,Directed,562514,,,1
qahtani_s1,dochijazi,Directed,562513,,,1
qahtani_s1,Mrbrary,Directed,562512,,,1
qahtani_s1,3_icare,Directed,562508,,,1
qahtani_s1,naizaktv,Directed,562502,,,1
qahtani_s1,Ibnukenana,Directed,562495,,,1
qahtani_s1,a_alemran,Directed,562492,,,1
qahtani_s1,AbuHamza45,Directed,562491,,,1
qahtani_s1,JKacadmy,Directed,562490,,,1
qahtani_s1,M_nasseraly,Directed,562488,,,1
qahtani_s1,A_Abdelmonem82,Directed,562487,,,1
qahtani_s1,Dr_aljezza,Directed,562482,,,1
qahtani_s1,AbdullahK5,Directed,562479,,,1
qahtani_s1,DrSamiAmeri,Directed,562475,,,1
qahtani_s1,amansouraja,Directed,562472,,,1
qahtani_s1,humaid22,Directed,562469,,,1
qahtani_s1,933556265,Directed,563964,,,1
qahtani_s1,933556570,Directed,567315,,,1
qahtani_s1,933557265,Directed,575931,,,1
NasserAlajmi89,qahtani_s1,Directed,486636,,,1
MediaCenterAA,qahtani_s1,Directed,453709,,,1
M_alumri,qahtani_s1,Directed,442737,,,1
Kh_OZ,qahtani_s1,Directed,426991,,,1
iabomar,qahtani_s1,Directed,412317,,,1
Husain_Alq,qahtani_s1,Directed,409660,,,1
Hudhaif9,qahtani_s1,Directed,408622,,,1
AlshimaaMorsi,qahtani_s1,Directed,340950,,,1
AlhawaliAa,qahtani_s1,Directed,331203,,,1
MajedAlasmariAP,DrSamiAmeri,Directed,1489,,,1
AlshimaaMorsi,DrSamiAmeri,Directed,341203,,,1
AlhawaliAa,DrSamiAmeri,Directed,331443,,,1
Rasha_au,bader_alhamid,Directed,512874,,,1
NasserAlajmi89,bader_alhamid,Directed,487054,,,1
merqazzz,bader_alhamid,Directed,455141,,,1
MediaCenterAA,bader_alhamid,Directed,453919,,,1
M_alumri,bader_alhamid,Directed,442977,,,1
Kh_OZ,bader_alhamid,Directed,427298,,,1
iabomar,bader_alhamid,Directed,412448,,,1
Husain_Alq,bader_alhamid,Directed,409799,,,1
Hudhaif9,bader_alhamid,Directed,408997,,,1
fahadlghofaili,bader_alhamid,Directed,386208,,,1
DiasporaConfKsa,bader_alhamid,Directed,376563,,,1
dareiainfo,bader_alhamid,Directed,375604,,,1
AlhawaliAa,bader_alhamid,Directed,331499,,,1
islamicommapart,yaktay,Directed,419098,,,1
Husain_Alq,yaktay,Directed,409594,,,1
Hudhaif9,yaktay,Directed,408441,,,1
GamalSultan1,yaktay,Directed,394733,,,1
drassagheer,yaktay,Directed,378870,,,1
AlshimaaMorsi,yaktay,Directed,340828,,,1
NasserAlajmi89,AsemAlnabeh,Directed,487066,,,1
abanaemah,AsemAlnabeh,Directed,299550,,,1
mahwe311,without__shadow,Directed,446555,,,1
M_alumri,without__shadow,Directed,442667,,,1
Husain_Alq,without__shadow,Directed,409596,,,1
fahadlghofaili,without__shadow,Directed,385856,,,1
Alsamhouri,without__shadow,Directed,339270,,,1
GamalSultan1,933557363,Directed,577391,,,1
GamalSultan1,2Alkhateeb,Directed,394879,,,1
GamalSultan1,A_AlAthbah,Directed,394878,,,1
GamalSultan1,AbdullahTahawey,Directed,394874,,,1
GamalSultan1,ahmeddine,Directed,394870,,,1
GamalSultan1,AljamalSalma,Directed,394862,,,1
GamalSultan1,AlkamiK,Directed,394861,,,1
GamalSultan1,alrahbi5,Directed,394858,,,1
GamalSultan1,alrotayyan,Directed,394857,,,1
GamalSultan1,althani_faisal,Directed,394855,,,1
GamalSultan1,amansouraja,Directed,394854,,,1
GamalSultan1,Assaadtaha,Directed,394851,,,1
GamalSultan1,asuwayed,Directed,394850,,,1
GamalSultan1,AymanNour,Directed,394848,,,1
GamalSultan1,Aziz_Almahmoud,Directed,394847,,,1
GamalSultan1,BaheyHassan,Directed,394845,,,1
GamalSultan1,BasheerNafi,Directed,394844,,,1
GamalSultan1,BassamJaara,Directed,394843,,,1
GamalSultan1,belalfadl,Directed,394841,,,1
GamalSultan1,davut1374,Directed,394837,,,1
GamalSultan1,DAWN_Arabic,Directed,394836,,,1
GamalSultan1,drassagheer,Directed,394831,,,1
GamalSultan1,DrMahmoudRefaat,Directed,394829,,,1
GamalSultan1,drtarekelzomor,Directed,394828,,,1
GamalSultan1,EbrahimGasuda,Directed,394826,,,1
