Source,Target,Type,Id,Label,timeset,Weight
MajedAlasmariAP,tahaalhajji,Directed,958,,,1
MajedAlasmariAP,Eyaaaad,Directed,956,,,1
MajedAlasmariAP,BO_6ALLEB,Directed,955,,,1
MajedAlasmariAP,ghariba33,Directed,952,,,1
MajedAlasmariAP,wesamalamery,Directed,950,,,1
MajedAlasmariAP,IbrahimAlharam,Directed,949,,,1
MajedAlasmariAP,jalshamsi777,Directed,945,,,1
MajedAlasmariAP,maldhabyani,Directed,944,,,1
MajedAlasmariAP,LinaAlhathloul,Directed,940,,,1
MajedAlasmariAP,asuwayed,Directed,939,,,1
MajedAlasmariAP,yahyahawwa,Directed,938,,,1
MajedAlasmariAP,melhamy,Directed,935,,,1
MajedAlasmariAP,billmarczak,Directed,933,,,1
MajedAlasmariAP,drzawba,Directed,932,,,1
MajedAlasmariAP,ashmlan,Directed,931,,,1
MajedAlasmariAP,AdnanHmidan,Directed,930,,,1
MajedAlasmariAP,MiddleEastMnt,Directed,929,,,1
MajedAlasmariAP,asadabukhalil,Directed,926,,,1
MajedAlasmariAP,alshalfia,Directed,922,,,1
MajedAlasmariAP,Assaadtaha,Directed,921,,,1
MajedAlasmariAP,lulwaalthani,Directed,920,,,1
MajedAlasmariAP,marcowenjones,Directed,912,,,1
MajedAlasmariAP,OmaimaAlnajjar,Directed,911,,,1
MajedAlasmariAP,alaa_q,Directed,910,,,1
MajedAlasmariAP,ARahman_Mansour,Directed,903,,,1
MajedAlasmariAP,933557273,Directed,576003,,,1
MajedAlasmariAP,933556409,Directed,565825,,,1
MajedAlasmariAP,933556292,Directed,564507,,,1
MajedAlasmariAP,933557432,Directed,578586,,,1
MajedAlasmariAP,933556570,Directed,567316,,,1
MajedAlasmariAP,933557265,Directed,575932,,,1
MajedAlasmariAP,933557339,Directed,576719,,,1
NasserAlajmi89,MajedAlasmariAP,Directed,486771,,,1
mujtahidvideo,MajedAlasmariAP,Directed,479518,,,1
mu7aqiq20,MajedAlasmariAP,Directed,478252,,,1
merqazzz,MajedAlasmariAP,Directed,455113,,,1
MediaCenterAA,MajedAlasmariAP,Directed,453795,,,1
malmatarq8,MajedAlasmariAP,Directed,449146,,,1
m3takl_en,MajedAlasmariAP,Directed,443708,,,1
M_alumri,MajedAlasmariAP,Directed,442825,,,1
islamicommapart,MajedAlasmariAP,Directed,419298,,,1
Husain_Alq,MajedAlasmariAP,Directed,409706,,,1
Hudhaif9,MajedAlasmariAP,Directed,408748,,,1
fahadlghofaili,MajedAlasmariAP,Directed,386037,,,1
AlhawaliAa,MajedAlasmariAP,Directed,331308,,,1
M_alumri,933556409,Directed,565897,,,1
M_alumri,933557400,Directed,578108,,,1
M_alumri,933556699,Directed,569121,,,1
M_alumri,933557380,Directed,577626,,,1
M_alumri,933556292,Directed,564621,,,1
M_alumri,933556818,Directed,571418,,,1
M_alumri,_end1435,Directed,443115,,,1
M_alumri,A7medHakami,Directed,443103,,,1
M_alumri,AAlkhedr,Directed,443101,,,1
M_alumri,abaabood,Directed,443098,,,1
M_alumri,abdofares,Directed,443095,,,1
M_alumri,Abdulhakim_01,Directed,443093,,,1
M_alumri,Abdullah96wa,Directed,443091,,,1
M_alumri,Abdulmeden1,Directed,443088,,,1
M_alumri,AbtTrend,Directed,443083,,,1
M_alumri,Abubelal_1951,Directed,443081,,,1
M_alumri,abukarsh2018,Directed,443080,,,1
M_alumri,adelmarzooq,Directed,443078,,,1
M_alumri,AdnanHmidan,Directed,443076,,,1
M_alumri,Ahmad_Alshaibah,Directed,443074,,,1
M_alumri,ahmadalzarra76,Directed,443072,,,1
M_alumri,AhmadAmerAli,Directed,443071,,,1
M_alumri,AhmadyuAlsayed,Directed,443069,,,1
M_alumri,AklAlbahli,Directed,443061,,,1
M_alumri,Al_Wile7,Directed,443056,,,1
M_alumri,alaa_q,Directed,443054,,,1
M_alumri,alduhailan,Directed,443047,,,1
M_alumri,Alghamdi_AA,Directed,443045,,,1
M_alumri,alghaslan,Directed,443044,,,1
M_alumri,AlhawaliAa,Directed,443041,,,1
M_alumri,ali_adubisi,Directed,443038,,,1
M_alumri,AliAlAhmed_en,Directed,443035,,,1
M_alumri,almalki_80,Directed,443027,,,1
M_alumri,almass3ari,Directed,443025,,,1
M_alumri,almqaal,Directed,443023,,,1
M_alumri,Alsamhouri,Directed,443014,,,1
M_alumri,Amal_alnaas,Directed,443007,,,1
M_alumri,amnestygulf,Directed,443004,,,1
M_alumri,anaharoon,Directed,443003,,,1
M_alumri,AnasAlalShikh,Directed,443001,,,1
M_alumri,AnasAlg32779382,Directed,443000,,,1
M_alumri,anmassari,Directed,442999,,,1
M_alumri,AOAltwaijri,Directed,442995,,,1
M_alumri,AreejASadhan,Directed,442989,,,1
M_alumri,ashmlan,Directed,442987,,,1
M_alumri,AYS_300,Directed,442982,,,1
M_alumri,Azzamhuthaifa2,Directed,442979,,,1
M_alumri,Baderalibrahim,Directed,442976,,,1
M_alumri,BasheerNafi,Directed,442973,,,1
M_alumri,BassamJaara,Directed,442972,,,1
M_alumri,binnahar85,Directed,442966,,,1
M_alumri,BO_6ALLEB,Directed,442963,,,1
M_alumri,boibraheem,Directed,442962,,,1
M_alumri,bookshamza,Directed,442961,,,1
M_alumri,cou_revolution,Directed,442955,,,1
M_alumri,dareiainfo,Directed,442953,,,1
M_alumri,David62575607,Directed,442952,,,1
M_alumri,DiasporaConfKsa,Directed,442947,,,1
M_alumri,Dr_aljezza,Directed,442942,,,1
M_alumri,drkhdar,Directed,442930,,,1
M_alumri,drtarekelzomor,Directed,442925,,,1
M_alumri,ESOHumanRights,Directed,442919,,,1
M_alumri,Eyaaaad,Directed,442918,,,1
M_alumri,fahadlghofaili,Directed,442915,,,1
M_alumri,faisalalyahya,Directed,442914,,,1
M_alumri,FarisAbaalkhail,Directed,442912,,,1
M_alumri,fikercenter,Directed,442906,,,1
M_alumri,fuadibrahim2008,Directed,442897,,,1
M_alumri,ghariba33,Directed,442894,,,1
M_alumri,HADL0L,Directed,442891,,,1
M_alumri,hagloni,Directed,442890,,,1
M_alumri,Hala_Aldosari,Directed,442888,,,1
M_alumri,Hamed_Alali,Directed,442885,,,1
M_alumri,hamzaalhassan,Directed,442884,,,1
M_alumri,hanaalkhamri,Directed,442883,,,1
M_alumri,hassan_aldiqqi,Directed,442881,,,1
M_alumri,hassanafaa,Directed,442880,,,1
M_alumri,Hudhaif9,Directed,442871,,,1
M_alumri,hukusfof,Directed,442870,,,1
M_alumri,Husain_Alq,Directed,442867,,,1
M_alumri,hw_saudiwomen,Directed,442865,,,1
M_alumri,IbrahimAlbleahy,Directed,442862,,,1
M_alumri,IsaacALawyer,Directed,442859,,,1
M_alumri,jafaralshayeb,Directed,442856,,,1
M_alumri,JAlArb,Directed,442855,,,1
M_alumri,jamelakbar,Directed,442853,,,1
M_alumri,Joker_Metmrid,Directed,442850,,,1
M_alumri,kdriyadh,Directed,442847,,,1
M_alumri,KhaledAND,Directed,442845,,,1
M_alumri,kwabil,Directed,442838,,,1
M_alumri,LoveLiberty_2,Directed,442833,,,1
M_alumri,Maha1410,Directed,442828,,,1
M_alumri,malmatarq8,Directed,442823,,,1
M_alumri,MarzoqM_,Directed,442821,,,1
M_alumri,MediaCenterAA,Directed,442814,,,1
M_alumri,melhamy,Directed,442812,,,1
M_alumri,MFQahtani,Directed,442808,,,1
M_alumri,moawady,Directed,442802,,,1
M_alumri,Mohammadtajdeed,Directed,442799,,,1
M_alumri,mohanna63,Directed,442796,,,1
M_alumri,mohdwaves,Directed,442794,,,1
M_alumri,mohmmad_khulaif,Directed,442793,,,1
M_alumri,Mosho_NZ,Directed,442791,,,1
M_alumri,moslehun,Directed,442790,,,1
M_alumri,mtqlon,Directed,442783,,,1
M_alumri,mu7aqiq20,Directed,442782,,,1
M_alumri,mujtahidvideo,Directed,442777,,,1
M_alumri,muslim2day,Directed,442775,,,1
M_alumri,MUTARED,Directed,442773,,,1
M_alumri,n_alharbi12,Directed,442772,,,1
M_alumri,NABEELRAJAB,Directed,442769,,,1
M_alumri,nasema33,Directed,442765,,,1
M_alumri,nasertamimi,Directed,442764,,,1
M_alumri,NasserAlajmi89,Directed,442760,,,1
M_alumri,oalmarzouqi,Directed,442754,,,1
M_alumri,odab1380,Directed,442752,,,1
M_alumri,rajaaralidree,Directed,442730,,,1
M_alumri,Rasha_au,Directed,442729,,,1
M_alumri,s_alrushodi,Directed,442724,,,1
M_alumri,saqer2030,Directed,442711,,,1
M_alumri,sarah_alghamidi,Directed,442710,,,1
M_alumri,saudibus111,Directed,442708,,,1
M_alumri,SMTayyar,Directed,442696,,,1
M_alumri,sowtalnaas,Directed,442695,,,1
M_alumri,t_saif,Directed,442691,,,1
M_alumri,tahaalhajji,Directed,442689,,,1
M_alumri,tajalsserosman,Directed,442688,,,1
M_alumri,tayebms,Directed,442685,,,1
M_alumri,TheJoker198,Directed,442683,,,1
M_alumri,TurkiHAlhamad1,Directed,442680,,,1
M_alumri,USAbilAraby,Directed,442676,,,1
M_alumri,vbfy547,Directed,442675,,,1
M_alumri,WajdWaqfi,Directed,442673,,,1
M_alumri,WaleedAbulkhair,Directed,442672,,,1
M_alumri,WaleedMjd,Directed,442671,,,1
M_alumri,WaleedSulais,Directed,442670,,,1
M_alumri,WalidAlhathloul,Directed,442669,,,1
M_alumri,wesamalamery,Directed,442668,,,1
M_alumri,YahyaAlhadid,Directed,442664,,,1
M_alumri,yakathah,Directed,442662,,,1
M_alumri,zalmoayyad,Directed,442656,,,1
M_alumri,933556739,Directed,569633,,,1
M_alumri,933557265,Directed,575948,,,1
Rasha_au,M_alumri,Directed,512848,,,1
NasserAlajmi89,M_alumri,Directed,486787,,,1
mujtahidvideo,M_alumri,Directed,479522,,,1
mu7aqiq20,M_alumri,Directed,478256,,,1
MediaCenterAA,M_alumri,Directed,453803,,,1
malmatarq8,M_alumri,Directed,449150,,,1
Husain_Alq,M_alumri,Directed,409713,,,1
Hudhaif9,M_alumri,Directed,408762,,,1
DiasporaConfKsa,M_alumri,Directed,376540,,,1
AlhawaliAa,M_alumri,Directed,331318,,,1
AlhawaliAa,933556220,Directed,563604,,,1
AlhawaliAa,933557380,Directed,577705,,,1
AlhawaliAa,933556292,Directed,564709,,,1
AlhawaliAa,933556732,Directed,569514,,,1
AlhawaliAa,933556747,Directed,569877,,,1
AlhawaliAa,933557259,Directed,575780,,,1
AlhawaliAa,933557363,Directed,577424,,,1
AlhawaliAa,933556739,Directed,569672,,,1
AlhawaliAa,933556295,Directed,564791,,,1
AlhawaliAa,_____Oz______,Directed,331669,,,1
AlhawaliAa,_end1435,Directed,331668,,,1
AlhawaliAa,3_icare,Directed,331661,,,1
AlhawaliAa,3qb14,Directed,331660,,,1
AlhawaliAa,aalkawakebi,Directed,331645,,,1
AlhawaliAa,Abdulhakim_01,Directed,331638,,,1
AlhawaliAa,Abdullah96wa,Directed,331636,,,1
AlhawaliAa,Abdulmeden1,Directed,331633,,,1
AlhawaliAa,AbtTrend,Directed,331624,,,1
AlhawaliAa,Abubelal_1951,Directed,331622,,,1
AlhawaliAa,abughanim73,Directed,331621,,,1
AlhawaliAa,AgnesCallamard,Directed,331613,,,1
AlhawaliAa,AhmadyuAlsayed,Directed,331608,,,1
AlhawaliAa,ahmeddine,Directed,331602,,,1
AlhawaliAa,Alghamdi_AA,Directed,331580,,,1
AlhawaliAa,ali_adubisi,Directed,331574,,,1
AlhawaliAa,AliAlAhmed_en,Directed,331570,,,1
AlhawaliAa,AlkaramaHR,Directed,331569,,,1
AlhawaliAa,almonajjid,Directed,331566,,,1
AlhawaliAa,AlnuaimiNasser1,Directed,331563,,,1
AlhawaliAa,Alsamhouri,Directed,331555,,,1
AlhawaliAa,amnestygulf,Directed,331538,,,1
AlhawaliAa,anaharoon,Directed,331535,,,1
AlhawaliAa,AnasAlalShikh,Directed,331534,,,1
AlhawaliAa,AnasAlg32779382,Directed,331533,,,1
AlhawaliAa,ArabicMark,Directed,331528,,,1
AlhawaliAa,AreejASadhan,Directed,331525,,,1
AlhawaliAa,asadabukhalil,Directed,331523,,,1
AlhawaliAa,awadalqarni,Directed,331510,,,1
AlhawaliAa,Azzamhuthaifa2,Directed,331502,,,1
AlhawaliAa,basel_alabd,Directed,331498,,,1
AlhawaliAa,binomeir,Directed,331489,,,1
AlhawaliAa,bintalal82,Directed,331488,,,1
AlhawaliAa,cou_revolution,Directed,331478,,,1
AlhawaliAa,d_iplo,Directed,331476,,,1
AlhawaliAa,Dalati71Mahmoud,Directed,331475,,,1
AlhawaliAa,DanielWickham93,Directed,331473,,,1
AlhawaliAa,dareiainfo,Directed,331470,,,1
AlhawaliAa,DAWN_Arabic,Directed,331467,,,1
AlhawaliAa,DiasporaConfKsa,Directed,331465,,,1
AlhawaliAa,dochijazi,Directed,331462,,,1
AlhawaliAa,Dr_aljezza,Directed,331459,,,1
AlhawaliAa,drassagheer,Directed,331450,,,1
AlhawaliAa,drjasem,Directed,331446,,,1
AlhawaliAa,DrMahmoudRefaat,Directed,331445,,,1
AlhawaliAa,drtarekelzomor,Directed,331441,,,1
AlhawaliAa,ESOHumanRights,Directed,331430,,,1
AlhawaliAa,fahadlghofaili,Directed,331428,,,1
AlhawaliAa,fikercenter,Directed,331421,,,1
AlhawaliAa,fre_dp,Directed,331419,,,1
AlhawaliAa,fuadibrahim2008,Directed,331417,,,1
AlhawaliAa,greatsaudipod,Directed,331403,,,1
AlhawaliAa,GwadyM,Directed,331399,,,1
AlhawaliAa,habbrr,Directed,331396,,,1
AlhawaliAa,HadiAlabdallah,Directed,331395,,,1
AlhawaliAa,Hala_Aldosari,Directed,331394,,,1
AlhawaliAa,hamadjjalthani,Directed,331391,,,1
AlhawaliAa,Hamed_Alali,Directed,331390,,,1
AlhawaliAa,hamzaalhassan,Directed,331388,,,1
AlhawaliAa,hassan_aldiqqi,Directed,331385,,,1
AlhawaliAa,Hudhaif9,Directed,331378,,,1
AlhawaliAa,Husain_Alq,Directed,331375,,,1
AlhawaliAa,hw_saudiwomen,Directed,331370,,,1
AlhawaliAa,Ibnukenana,Directed,331367,,,1
AlhawaliAa,IsaacALawyer,Directed,331364,,,1
AlhawaliAa,islamicommapart,Directed,331363,,,1
AlhawaliAa,iyad_elbaghdadi,Directed,331361,,,1
AlhawaliAa,Izhallha,Directed,331360,,,1
AlhawaliAa,JAlArb,Directed,331358,,,1
AlhawaliAa,jamelakbar,Directed,331357,,,1
AlhawaliAa,JKacadmy,Directed,331351,,,1
AlhawaliAa,Joker_Metmrid,Directed,331348,,,1
AlhawaliAa,lawyerasim,Directed,331323,,,1
AlhawaliAa,LoveLiberty_2,Directed,331319,,,1
AlhawaliAa,m3takl_en,Directed,331314,,,1
AlhawaliAa,malrubaa,Directed,331305,,,1
AlhawaliAa,MarzoqM_,Directed,331302,,,1
AlhawaliAa,MediaCenterAA,Directed,331293,,,1
AlhawaliAa,mehdirhasan,Directed,331292,,,1
AlhawaliAa,Mehmetcanbekli1,Directed,331291,,,1
AlhawaliAa,melhamy,Directed,331290,,,1
AlhawaliAa,merqazzz,Directed,331288,,,1
AlhawaliAa,MFQahtani,Directed,331287,,,1
AlhawaliAa,moawady,Directed,331277,,,1
AlhawaliAa,Mohammadtajdeed,Directed,331272,,,1
AlhawaliAa,mohanna63,Directed,331270,,,1
AlhawaliAa,moslehun,Directed,331265,,,1
AlhawaliAa,mu7aqiq20,Directed,331260,,,1
AlhawaliAa,mujtahidvideo,Directed,331256,,,1
AlhawaliAa,muslim2day,Directed,331251,,,1
AlhawaliAa,MUTARED,Directed,331248,,,1
AlhawaliAa,n_alharbi12,Directed,331246,,,1
AlhawaliAa,namacenter,Directed,331239,,,1
AlhawaliAa,naseralomar,Directed,331236,,,1
AlhawaliAa,NYTBen,Directed,331224,,,1
AlhawaliAa,Rabih_S_Haddad,Directed,331197,,,1
AlhawaliAa,riyadhalasaad,Directed,331191,,,1
AlhawaliAa,Saadozcan,Directed,331184,,,1
AlhawaliAa,SaeedNAlGhamdi,Directed,331182,,,1
AlhawaliAa,samykamaleldeen,Directed,331173,,,1
AlhawaliAa,SMTayyar,Directed,331143,,,1
AlhawaliAa,sowtalnaas,Directed,331140,,,1
AlhawaliAa,tahaalhajji,Directed,331129,,,1
AlhawaliAa,tajalsserosman,Directed,331128,,,1
AlhawaliAa,TheJoker198,Directed,331120,,,1
AlhawaliAa,TurkiHAlhamad1,Directed,331116,,,1
AlhawaliAa,vbfy547,Directed,331109,,,1
AlhawaliAa,waiel65,Directed,331103,,,1
AlhawaliAa,WaleedAbulkhair,Directed,331101,,,1
AlhawaliAa,Walidfitaihi,Directed,331100,,,1
AlhawaliAa,wassilaoulmi,Directed,331098,,,1
AlhawaliAa,wesamalamery,Directed,331095,,,1
AlhawaliAa,YahyaAlhadid,Directed,331089,,,1
AlhawaliAa,yakathah,Directed,331088,,,1
AlhawaliAa,Yousuf_Alkamali,Directed,331083,,,1
AlhawaliAa,zalmoayyad,Directed,331076,,,1
MediaCenterAA,AlhawaliAa,Directed,453987,,,1
islamicommapart,AlhawaliAa,Directed,419533,,,1
Husain_Alq,AlhawaliAa,Directed,409836,,,1
Hudhaif9,AlhawaliAa,Directed,409054,,,1
DiasporaConfKsa,AlhawaliAa,Directed,376583,,,1
NasserAlajmi89,jamelakbar,Directed,486841,,,1
MediaCenterAA,jamelakbar,Directed,453826,,,1
islamicommapart,jamelakbar,Directed,419326,,,1
iabomar,jamelakbar,Directed,412385,,,1
DiasporaConfKsa,jamelakbar,Directed,376545,,,1
NasserAlajmi89,_end1435,Directed,487229,,,1
MediaCenterAA,_end1435,Directed,454054,,,1
lawyerasim,_end1435,Directed,437994,,,1
Hudhaif9,_end1435,Directed,409180,,,1
fahadlghofaili,_end1435,Directed,386347,,,1
Alsamhouri,_end1435,Directed,339604,,,1
MediaCenterAA,933556265,Directed,564051,,,1
MediaCenterAA,933556220,Directed,563585,,,1
MediaCenterAA,933556409,Directed,565891,,,1
MediaCenterAA,933557331,Directed,576523,,,1
MediaCenterAA,933556356,Directed,565304,,,1
MediaCenterAA,933557400,Directed,578101,,,1
MediaCenterAA,933557380,Directed,577619,,,1
MediaCenterAA,933556292,Directed,564615,,,1
MediaCenterAA,933556747,Directed,569794,,,1
MediaCenterAA,933556818,Directed,571416,,,1
MediaCenterAA,933557347,Directed,577082,,,1
MediaCenterAA,933557363,Directed,577364,,,1
MediaCenterAA,933556605,Directed,567779,,,1
MediaCenterAA,_fa6ima1,Directed,454053,,,1
MediaCenterAA,3qb14,Directed,454046,,,1
MediaCenterAA,A7medHakami,Directed,454042,,,1
MediaCenterAA,abaabood,Directed,454036,,,1
MediaCenterAA,Abdulhakim_01,Directed,454033,,,1
MediaCenterAA,Abdullah96wa,Directed,454031,,,1
MediaCenterAA,Abdulmeden1,Directed,454030,,,1
MediaCenterAA,AbtTrend,Directed,454025,,,1
MediaCenterAA,abughanim73,Directed,454023,,,1
MediaCenterAA,abukarsh2018,Directed,454022,,,1
MediaCenterAA,adelmarzooq,Directed,454020,,,1
MediaCenterAA,AdnanHmidan,Directed,454019,,,1
MediaCenterAA,ahmadalzarra76,Directed,454014,,,1
MediaCenterAA,AklAlbahli,Directed,454003,,,1
MediaCenterAA,Al_Wile7,Directed,454000,,,1
MediaCenterAA,Alghamdi_AA,Directed,453988,,,1
MediaCenterAA,ali_adubisi,Directed,453983,,,1
MediaCenterAA,alia_ww,Directed,453981,,,1
MediaCenterAA,AliAlAhmed_en,Directed,453980,,,1
MediaCenterAA,almass3ari,Directed,453970,,,1
MediaCenterAA,AlnuaimiNasser1,Directed,453968,,,1
MediaCenterAA,Alsamhouri,Directed,453957,,,1
MediaCenterAA,amani_aal,Directed,453953,,,1
MediaCenterAA,amansouraja,Directed,453952,,,1
MediaCenterAA,Ana3rabeya,Directed,453948,,,1
MediaCenterAA,anaharoon,Directed,453947,,,1
MediaCenterAA,AnasAlalShikh,Directed,453945,,,1
MediaCenterAA,anesmansory,Directed,453943,,,1
MediaCenterAA,anmassari,Directed,453942,,,1
MediaCenterAA,AOAltwaijri,Directed,453938,,,1
MediaCenterAA,AreejASadhan,Directed,453929,,,1
MediaCenterAA,ashmlan,Directed,453927,,,1
MediaCenterAA,asuwayed,Directed,453925,,,1
MediaCenterAA,AymanNour,Directed,453921,,,1
MediaCenterAA,Azzamhuthaifa2,Directed,453920,,,1
MediaCenterAA,binnahar85,Directed,453916,,,1
MediaCenterAA,boibraheem,Directed,453914,,,1
MediaCenterAA,bookshamza,Directed,453913,,,1
MediaCenterAA,cou_revolution,Directed,453909,,,1
MediaCenterAA,d_iplo,Directed,453907,,,1
MediaCenterAA,DAWN_Arabic,Directed,453906,,,1
MediaCenterAA,ESOHumanRights,Directed,453880,,,1
MediaCenterAA,euronewsar,Directed,453879,,,1
MediaCenterAA,FAbukhalid,Directed,453877,,,1
MediaCenterAA,fahadlghofaili,Directed,453875,,,1
MediaCenterAA,FarisAbaalkhail,Directed,453874,,,1
MediaCenterAA,France24_ar,Directed,453868,,,1
MediaCenterAA,fuadibrahim2008,Directed,453865,,,1
MediaCenterAA,ghariba33,Directed,453864,,,1
MediaCenterAA,greatsaudipod,Directed,453860,,,1
MediaCenterAA,GwadyM,Directed,453859,,,1
MediaCenterAA,HADL0L,Directed,453858,,,1
MediaCenterAA,hagloni,Directed,453857,,,1
MediaCenterAA,Hala_Aldosari,Directed,453854,,,1
MediaCenterAA,hamzaalhassan,Directed,453853,,,1
MediaCenterAA,hanaalkhamri,Directed,453852,,,1
MediaCenterAA,hassanafaa,Directed,453848,,,1
MediaCenterAA,Hudhaif9,Directed,453842,,,1
MediaCenterAA,hukusfof,Directed,453841,,,1
MediaCenterAA,Husain_Alq,Directed,453839,,,1
MediaCenterAA,hw_saudiwomen,Directed,453838,,,1
MediaCenterAA,IbrahimAlbleahy,Directed,453835,,,1
MediaCenterAA,IsaacALawyer,Directed,453832,,,1
MediaCenterAA,JabriMD,Directed,453829,,,1
MediaCenterAA,jafaralshayeb,Directed,453828,,,1
MediaCenterAA,JAlArb,Directed,453827,,,1
MediaCenterAA,jamilfarsi,Directed,453825,,,1
MediaCenterAA,Joker_Metmrid,Directed,453819,,,1
MediaCenterAA,JuliaLegner,Directed,453817,,,1
MediaCenterAA,kdriyadh,Directed,453815,,,1
MediaCenterAA,khalaf_h,Directed,453813,,,1
MediaCenterAA,LinaAlhathloul,Directed,453807,,,1
MediaCenterAA,MAAljin,Directed,453799,,,1
MediaCenterAA,MarzoqM_,Directed,453791,,,1
MediaCenterAA,mercan_resifi,Directed,453786,,,1
MediaCenterAA,merqazzz,Directed,453785,,,1
MediaCenterAA,MFQahtani,Directed,453784,,,1
MediaCenterAA,Mohammadtajdeed,Directed,453774,,,1
MediaCenterAA,mohanna63,Directed,453772,,,1
MediaCenterAA,mohdwaves,Directed,453769,,,1
MediaCenterAA,Mosho_NZ,Directed,453768,,,1
MediaCenterAA,mtqlon,Directed,453760,,,1
MediaCenterAA,mu7aqiq20,Directed,453759,,,1
MediaCenterAA,mujtahidvideo,Directed,453755,,,1
MediaCenterAA,n_alharbi12,Directed,453749,,,1
MediaCenterAA,NABEELRAJAB,Directed,453748,,,1
MediaCenterAA,nasertamimi,Directed,453743,,,1
MediaCenterAA,NasserAlajmi89,Directed,453740,,,1
MediaCenterAA,oalmarzouqi,Directed,453730,,,1
MediaCenterAA,odab1380,Directed,453727,,,1
MediaCenterAA,OmaimaAlnajjar,Directed,453723,,,1
MediaCenterAA,rajaaralidree,Directed,453705,,,1
MediaCenterAA,Rasha_au,Directed,453703,,,1
MediaCenterAA,SaeedNAlGhamdi,Directed,453688,,,1
MediaCenterAA,saqer2030,Directed,453678,,,1
MediaCenterAA,sarah_alghamidi,Directed,453677,,,1
MediaCenterAA,Saudia_Leaks,Directed,453674,,,1
MediaCenterAA,saudibus111,Directed,453673,,,1
MediaCenterAA,SelimaPax,Directed,453669,,,1
MediaCenterAA,sowtalnaas,Directed,453665,,,1
MediaCenterAA,SPAregions,Directed,453664,,,1
MediaCenterAA,SultanAlMajroub,Directed,453661,,,1
MediaCenterAA,tahaalhajji,Directed,453658,,,1
MediaCenterAA,tajalsserosman,Directed,453656,,,1
MediaCenterAA,tayebms,Directed,453651,,,1
MediaCenterAA,TheJoker198,Directed,453649,,,1
MediaCenterAA,TurkiHAlhamad1,Directed,453644,,,1
MediaCenterAA,vbfy547,Directed,453640,,,1
MediaCenterAA,WajdWaqfi,Directed,453637,,,1
MediaCenterAA,WaleedAbulkhair,Directed,453636,,,1
MediaCenterAA,WaleedMjd,Directed,453635,,,1
MediaCenterAA,WalidAlhathloul,Directed,453634,,,1
MediaCenterAA,wddahaladab,Directed,453632,,,1
MediaCenterAA,wesamalamery,Directed,453631,,,1
MediaCenterAA,yakathah,Directed,453626,,,1
MediaCenterAA,zalmoayyad,Directed,453617,,,1
MediaCenterAA,933557343,Directed,576945,,,1
Rasha_au,MediaCenterAA,Directed,512842,,,1
NasserAlajmi89,MediaCenterAA,Directed,486750,,,1
mu7aqiq20,MediaCenterAA,Directed,478248,,,1
lawyerasim,MediaCenterAA,Directed,437889,,,1
Husain_Alq,MediaCenterAA,Directed,409698,,,1
fahadlghofaili,MediaCenterAA,Directed,386023,,,1
drkhdar,MediaCenterAA,Directed,379539,,,1
abukhald100,MediaCenterAA,Directed,314574,,,1
mujtahidvideo,almass3ari,Directed,479548,,,1
mu7aqiq20,almass3ari,Directed,478291,,,1
merqazzz,almass3ari,Directed,455149,,,1
islamicommapart,almass3ari,Directed,419517,,,1
Husain_Alq,almass3ari,Directed,409832,,,1
fahadlghofaili,almass3ari,Directed,386265,,,1
DiasporaConfKsa,almass3ari,Directed,376578,,,1
abukhald100,almass3ari,Directed,314627,,,1
Abubelal_1951,almass3ari,Directed,314162,,,1
Rasha_au,n_alharbi12,Directed,512833,,,1
NasserAlajmi89,n_alharbi12,Directed,486695,,,1
mujtahidvideo,n_alharbi12,Directed,479510,,,1
mu7aqiq20,n_alharbi12,Directed,478239,,,1
Husain_Alq,n_alharbi12,Directed,409673,,,1
fahadlghofaili,n_alharbi12,Directed,385989,,,1
Kh_OZ,Mohammadtajdeed,Directed,427061,,,1
islamicommapart,Mohammadtajdeed,Directed,419273,,,1
Husain_Alq,Mohammadtajdeed,Directed,409688,,,1
fahadlghofaili,933556265,Directed,564111,,,1
fahadlghofaili,933556220,Directed,563596,,,1
fahadlghofaili,933557079,Directed,574171,,,1
fahadlghofaili,933556570,Directed,567463,,,1
fahadlghofaili,933557217,Directed,575515,,,1
fahadlghofaili,933557331,Directed,576551,,,1
fahadlghofaili,933557277,Directed,576152,,,1
fahadlghofaili,933556732,Directed,569491,,,1
fahadlghofaili,933556882,Directed,572327,,,1
fahadlghofaili,933557380,Directed,577673,,,1
fahadlghofaili,933556356,Directed,565340,,,1
fahadlghofaili,933557400,Directed,578154,,,1
fahadlghofaili,933556292,Directed,564668,,,1
fahadlghofaili,933556699,Directed,569136,,,1
fahadlghofaili,933556634,Directed,568244,,,1
fahadlghofaili,933556747,Directed,569837,,,1
fahadlghofaili,933557347,Directed,577127,,,1
fahadlghofaili,933557363,Directed,577395,,,1
fahadlghofaili,933556323,Directed,565002,,,1
fahadlghofaili,aalkawakebi,Directed,386338,,,1
fahadlghofaili,abdelbariatwan,Directed,386334,,,1
fahadlghofaili,Abdullah96wa,Directed,386331,,,1
fahadlghofaili,abughanim73,Directed,386325,,,1
fahadlghofaili,abukarsh2018,Directed,386323,,,1
fahadlghofaili,AdelAljubeir,Directed,386321,,,1
fahadlghofaili,agrni,Directed,386316,,,1
fahadlghofaili,Ahmad_Alshaibah,Directed,386314,,,1
fahadlghofaili,AhmadAmerAli,Directed,386311,,,1
